"","Policy.Number","Age","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","cluster","clusterfactor"
"7007",186838,16,0,2,0,0,12,0,1,"1"
"7008",123743,25,6,2,1,1,10,1,1,"1"
"7009",158241,25,8,2,0,0,11,0,1,"1"
"7010",126648,66,46,2,0,1,10,0,3,"3"
"7011",190540,30,13,2,0,1,7,0,1,"1"
"7012",122577,35,14,2,0,0,9,0,2,"2"
"7013",112717,20,2,2,1,1,6,1,1,"1"
"7014",173603,26,7,2,0,1,8,0,1,"1"
"7015",167642,37,17,2,0,1,12,0,2,"2"
"7016",176955,65,47,2,1,1,10,0,3,"3"
"7017",114391,40,22,2,1,0,15,0,2,"2"
"7018",147082,18,1,2,1,0,14,0,1,"1"
"7019",148430,61,40,2,1,1,6,0,3,"3"
"7020",159161,48,30,2,0,1,4,1,2,"2"
"7021",123887,62,45,2,1,0,9,0,3,"3"
"7022",149269,69,51,2,0,0,9,0,3,"3"
"7023",148111,52,33,2,1,1,7,1,2,"2"
"7024",109686,66,47,2,0,1,1,0,3,"3"
"7025",169527,52,32,2,1,1,1,0,2,"2"
"7026",134255,32,11,2,1,1,9,0,1,"1"
"7027",113488,22,5,2,0,0,14,0,1,"1"
"7028",114424,67,46,2,0,1,14,0,3,"3"
"7029",175968,19,0,2,1,0,5,1,1,"1"
"7030",118484,65,48,2,0,1,3,0,3,"3"
"7031",171107,18,0,2,0,1,7,1,1,"1"
"7032",112823,68,48,2,0,1,7,0,3,"3"
"7033",159367,23,5,2,1,0,13,1,1,"1"
"7034",195932,23,6,2,1,0,3,1,1,"1"
"7035",110871,19,2,2,0,1,13,0,1,"1"
"7036",154704,19,0,2,1,0,2,1,1,"1"
"7037",157932,37,16,2,0,0,11,0,2,"2"
"7038",141826,70,52,2,1,1,15,0,3,"3"
"7039",144857,61,42,2,0,1,6,0,3,"3"
"7040",184204,28,7,2,0,1,8,0,1,"1"
"7041",140122,24,6,2,1,0,14,0,1,"1"
"7042",102755,48,28,2,0,1,0,1,2,"2"
"7043",159058,70,53,2,1,0,15,0,3,"3"
"7044",101432,58,37,2,1,0,1,0,3,"3"
"7045",184138,17,0,2,0,0,7,0,1,"1"
"7046",123781,42,25,2,1,0,1,0,2,"2"
"7047",187221,48,28,2,1,1,9,1,2,"2"
"7048",109388,23,4,2,0,0,15,0,1,"1"
"7049",123921,21,2,2,1,1,15,1,1,"1"
"7050",112786,17,0,2,1,0,1,1,1,"1"
"7051",150589,47,29,2,1,1,15,0,2,"2"
"7052",159188,65,46,2,0,0,6,0,3,"3"
"7053",144713,21,2,2,1,1,12,1,1,"1"
"7054",170235,70,49,2,0,0,1,0,3,"3"
"7055",139513,58,40,2,0,0,0,1,3,"3"
"7056",156850,30,9,2,0,1,13,0,1,"1"
"7057",169584,24,6,2,1,1,5,1,1,"1"
"7058",182583,18,0,2,1,0,12,1,1,"1"
"7059",143333,60,41,2,0,0,8,0,3,"3"
"7060",118394,51,33,2,0,1,7,0,2,"2"
"7061",105130,25,8,2,0,1,0,1,1,"1"
"7062",105145,18,1,2,1,1,15,1,1,"1"
"7063",100128,25,8,2,1,1,9,1,1,"1"
"7064",138937,25,6,2,1,1,11,1,1,"1"
"7065",187602,35,15,2,0,1,3,0,2,"2"
"7066",139004,24,5,2,0,1,15,0,1,"1"
"7067",164991,43,26,2,0,1,10,0,2,"2"
"7068",176412,62,43,2,1,1,12,0,3,"3"
"7069",180886,18,0,2,0,1,8,1,1,"1"
"7070",108871,38,18,2,1,0,6,0,2,"2"
"7071",136762,23,4,2,0,1,14,1,1,"1"
"7072",101880,19,1,2,1,1,15,0,1,"1"
"7073",108926,57,36,2,0,0,3,0,3,"3"
"7074",174109,35,18,2,0,0,8,0,2,"2"
"7075",170159,67,47,2,0,1,11,0,3,"3"
"7076",115261,68,51,2,0,1,9,0,3,"3"
"7077",116039,39,19,2,1,1,10,0,2,"2"
"7078",189218,60,39,2,1,1,9,0,3,"3"
"7079",137380,67,50,2,1,0,9,0,3,"3"
"7080",102284,21,3,2,0,1,11,1,1,"1"
"7081",184484,63,45,2,0,0,12,0,3,"3"
"7082",176182,22,3,2,0,0,15,0,1,"1"
"7083",166634,68,51,2,1,0,5,0,3,"3"
"7084",100459,46,25,2,1,1,1,1,2,"2"
"7085",147616,57,40,2,1,0,15,0,3,"3"
"7086",175469,23,5,2,0,0,9,0,1,"1"
"7087",147552,19,2,2,0,1,9,1,1,"1"
"7088",154901,64,45,2,1,0,8,0,3,"3"
"7089",108396,45,26,2,1,1,3,1,2,"2"
"7090",189283,49,31,2,1,0,10,0,2,"2"
"7091",132480,61,41,2,0,0,9,0,3,"3"
"7092",198213,30,12,2,1,0,0,1,1,"1"
"7093",122834,42,25,2,0,1,8,0,2,"2"
"7094",189925,16,0,2,0,0,12,0,1,"1"
"7095",189219,46,27,2,0,1,4,1,2,"2"
"7096",150881,35,17,2,0,1,14,0,2,"2"
"7097",105593,65,47,2,0,0,15,0,3,"3"
"7098",149667,18,1,2,0,1,14,0,1,"1"
"7099",114595,21,3,2,1,0,8,1,1,"1"
"7100",146307,38,21,2,0,1,10,0,2,"2"
"7101",158450,46,25,2,1,0,13,0,2,"2"
"7102",155552,56,37,2,1,1,11,0,3,"3"
"7103",186816,62,42,2,1,0,13,0,3,"3"
"7104",161762,27,9,2,1,0,2,0,1,"1"
"7105",147554,20,1,2,1,1,14,0,1,"1"
"7106",104175,61,44,2,0,0,11,0,3,"3"
"7107",177466,52,34,2,0,1,13,0,2,"2"
"7108",156841,45,25,2,0,0,6,0,2,"2"
"7109",135025,54,33,2,1,0,12,0,3,"3"
"7110",156786,17,0,2,0,0,12,0,1,"1"
"7111",178879,70,52,2,0,1,14,0,3,"3"
"7112",115905,24,7,2,0,0,2,1,1,"1"
"7113",166139,63,46,2,0,0,12,0,3,"3"
"7114",151723,51,32,2,0,1,11,0,2,"2"
"7115",161785,61,43,2,1,0,3,0,3,"3"
"7116",100471,58,37,2,0,1,5,0,3,"3"
"7117",190502,19,2,2,0,0,11,0,1,"1"
"7118",126976,17,0,2,0,0,14,0,1,"1"
"7119",100647,16,0,2,0,1,13,0,1,"1"
"7120",154758,17,0,2,1,0,12,0,1,"1"
"7121",137894,23,5,2,1,0,9,1,1,"1"
"7122",118524,19,2,2,1,1,12,1,1,"1"
"7123",116660,37,20,2,1,0,3,0,2,"2"
"7124",181279,39,22,2,0,1,6,0,2,"2"
"7125",144598,22,3,2,0,0,9,0,1,"1"
"7126",133968,26,9,2,0,0,5,0,1,"1"
"7127",166748,47,27,2,0,0,9,0,2,"2"
"7128",116806,35,14,2,0,1,5,1,2,"2"
"7129",127584,42,23,2,1,0,1,1,2,"2"
"7130",161015,60,39,2,0,1,14,0,3,"3"
"7131",157560,61,40,2,1,0,10,0,3,"3"
"7132",176667,22,3,2,0,1,5,1,1,"1"
"7133",182567,16,0,2,0,1,12,1,1,"1"
"7134",152681,55,38,2,0,0,5,1,3,"3"
"7135",156704,65,45,2,0,1,6,0,3,"3"
"7136",176917,49,29,2,0,0,15,0,2,"2"
"7137",148262,22,5,2,0,1,14,1,1,"1"
"7138",197445,66,48,2,1,1,1,0,3,"3"
"7139",170069,64,44,2,1,0,6,0,3,"3"
"7140",153050,19,1,2,0,1,1,1,1,"1"
"7141",149404,23,5,2,1,0,8,0,1,"1"
"7142",165527,23,4,2,0,1,12,0,1,"1"
"7143",182326,61,40,2,1,0,14,0,3,"3"
"7144",121238,42,23,2,1,1,2,1,2,"2"
"7145",196114,64,44,2,1,1,9,0,3,"3"
"7146",132371,63,43,2,0,0,11,0,3,"3"
"7147",141510,24,5,2,0,1,3,1,1,"1"
"7148",105960,20,3,2,0,1,12,1,1,"1"
"7149",166770,63,46,2,1,1,0,1,3,"3"
"7150",119447,18,0,2,0,1,15,0,1,"1"
"7151",119006,39,19,2,0,0,15,0,2,"2"
"7152",122194,16,0,2,1,1,13,1,1,"1"
"7153",176859,70,50,2,1,1,7,0,3,"3"
"7154",101304,33,12,2,0,0,9,0,1,"1"
"7155",112100,39,18,2,0,1,1,1,2,"2"
"7156",191220,26,6,2,1,1,11,0,1,"1"
"7157",191111,60,39,2,1,0,14,0,3,"3"
"7158",108447,22,5,2,0,0,10,0,1,"1"
"7159",144431,25,6,2,0,0,1,0,1,"1"
"7160",114134,23,5,2,0,0,12,0,1,"1"
"7161",153974,29,11,2,1,1,6,0,1,"1"
"7162",168682,66,48,2,1,1,7,0,3,"3"
"7163",177393,42,25,2,0,1,7,0,2,"2"
"7164",161544,28,8,2,1,1,9,0,1,"1"
"7165",120200,38,20,2,0,0,15,0,2,"2"
"7166",133635,38,18,2,0,0,13,0,2,"2"
"7167",128006,29,8,2,1,0,7,0,1,"1"
"7168",118493,61,41,2,0,1,4,0,3,"3"
"7169",172030,17,0,2,0,1,11,1,1,"1"
"7170",115139,18,0,2,1,0,10,0,1,"1"
"7171",127089,40,21,2,1,1,15,0,2,"2"
"7172",158680,58,40,2,0,1,13,0,3,"3"
"7173",151406,18,0,2,1,0,13,1,1,"1"
"7174",107195,20,2,2,0,1,8,1,1,"1"
"7175",159319,24,6,2,0,1,14,0,1,"1"
"7176",137250,61,44,2,0,1,10,0,3,"3"
"7177",126506,24,7,2,1,0,11,1,1,"1"
"7178",163510,57,38,2,1,1,10,1,3,"3"
"7179",133507,59,38,2,0,0,6,0,3,"3"
"7180",141133,47,29,2,1,0,9,0,2,"2"
"7181",189812,56,35,2,1,1,7,0,3,"3"
"7182",147113,64,45,2,0,1,11,0,3,"3"
"7183",153859,67,50,2,0,1,13,0,3,"3"
"7184",110207,25,8,2,1,0,10,1,1,"1"
"7185",122307,22,3,2,0,0,15,0,1,"1"
"7186",176932,57,39,2,0,1,3,1,3,"3"
"7187",165410,21,2,2,0,0,3,1,1,"1"
"7188",107981,32,14,2,0,1,1,1,2,"2"
"7189",151503,24,7,2,1,1,13,1,1,"1"
"7190",139639,66,47,2,1,0,4,0,3,"3"
"7191",130522,20,3,2,0,1,15,1,1,"1"
"7192",195537,70,51,2,0,0,12,0,3,"3"
"7193",122762,21,4,2,0,0,15,0,1,"1"
"7194",189548,64,43,2,0,0,6,0,3,"3"
"7195",117119,54,34,2,1,1,0,1,3,"3"
"7196",118768,69,52,2,0,0,6,0,3,"3"
"7197",143224,16,0,2,1,0,12,0,1,"1"
"7198",157831,36,19,2,0,1,0,1,2,"2"
"7199",164683,49,29,2,1,1,2,1,2,"2"
"7200",131576,32,13,2,0,0,8,0,1,"1"
"7201",196398,62,41,2,1,1,11,0,3,"3"
"7202",143659,68,51,2,1,0,13,0,3,"3"
"7203",158472,67,47,2,0,0,6,0,3,"3"
"7204",120939,69,48,2,0,1,10,0,3,"3"
"7205",129139,23,4,2,0,0,12,0,1,"1"
"7206",146192,53,35,2,0,1,7,0,3,"3"
"7207",107757,21,3,2,0,1,12,1,1,"1"
"7208",155171,33,15,2,1,1,1,1,2,"2"
"7209",153916,22,5,2,0,0,15,0,1,"1"
"7210",155334,65,47,2,1,0,9,0,3,"3"
"7211",156509,46,27,2,1,0,11,0,2,"2"
"7212",120604,46,29,2,0,0,10,0,2,"2"
"7213",134674,21,2,2,0,1,10,1,1,"1"
"7214",118706,62,41,2,1,1,10,0,3,"3"
"7215",149446,21,3,2,0,1,6,0,1,"1"
"7216",118623,64,44,2,0,1,4,0,3,"3"
"7217",177515,43,23,2,0,0,6,0,2,"2"
"7218",122484,28,8,2,0,1,2,0,1,"1"
"7219",100094,65,48,2,1,0,6,0,3,"3"
"7220",115013,53,36,2,1,1,9,0,3,"3"
"7221",177328,69,52,2,1,0,10,0,3,"3"
"7222",148703,48,29,2,0,0,2,1,2,"2"
"7223",185682,19,0,2,1,0,14,0,1,"1"
"7224",171414,60,41,2,0,0,12,0,3,"3"
"7225",130143,41,21,2,0,0,3,1,2,"2"
"7226",158690,44,26,2,1,0,15,0,2,"2"
"7227",134652,17,0,2,1,0,9,1,1,"1"
"7228",177949,29,11,2,1,1,2,1,1,"1"
"7229",185447,27,6,2,0,0,10,0,1,"1"
"7230",170210,64,44,2,0,1,11,0,3,"3"
"7231",185134,16,0,2,0,0,14,0,1,"1"
"7232",158163,65,44,2,1,0,12,0,3,"3"
"7233",179633,55,34,2,0,0,13,0,3,"3"
"7234",166365,28,11,2,0,1,13,0,1,"1"
"7235",161573,24,7,2,0,0,10,0,1,"1"
"7236",164101,34,13,2,0,1,1,1,2,"2"
"7237",129947,62,43,2,1,0,0,0,3,"3"
"7238",188246,35,16,2,0,0,8,0,2,"2"
"7239",194063,67,46,2,1,0,11,0,3,"3"
"7240",190934,20,3,2,0,0,14,0,1,"1"
"7241",190026,20,1,2,1,1,3,1,1,"1"
"7242",135045,52,32,2,0,0,3,1,2,"2"
"7243",189085,44,24,2,0,1,3,1,2,"2"
"7244",182547,16,0,2,0,1,15,0,1,"1"
"7245",158330,32,14,2,1,1,14,0,1,"1"
"7246",188725,67,46,2,0,0,14,0,3,"3"
"7247",161914,19,0,2,0,1,11,1,1,"1"
"7248",186995,70,52,2,0,1,13,0,3,"3"
"7249",105979,56,38,2,1,1,2,1,3,"3"
"7250",162797,25,8,2,0,1,13,0,1,"1"
"7251",149191,61,44,2,0,1,10,0,3,"3"
"7252",186379,42,24,2,0,1,13,0,2,"2"
"7253",126078,26,7,2,1,1,8,0,1,"1"
"7254",157804,69,51,2,0,0,3,0,3,"3"
"7255",136504,17,0,2,0,0,15,0,1,"1"
"7256",141554,61,40,2,0,0,1,0,3,"3"
"7257",115199,47,29,2,0,0,13,0,2,"2"
"7258",183979,16,0,2,1,0,11,0,1,"1"
"7259",198681,19,2,2,1,0,11,0,1,"1"
"7260",180991,70,49,2,0,1,13,0,3,"3"
"7261",157423,25,7,2,1,0,8,0,1,"1"
"7262",139580,19,0,2,0,0,12,0,1,"1"
"7263",125623,17,0,2,0,0,12,0,1,"1"
"7264",129821,21,2,2,1,1,13,0,1,"1"
"7265",155538,58,41,2,1,0,3,1,3,"3"
"7266",197113,46,28,2,0,0,7,0,2,"2"
"7267",166615,64,43,2,1,1,13,0,3,"3"
"7268",155271,66,45,2,1,1,14,0,3,"3"
"7269",162636,17,0,2,1,0,15,0,1,"1"
"7270",106000,35,17,2,0,0,6,0,2,"2"
"7271",107011,16,0,2,0,1,6,1,1,"1"
"7272",117148,28,11,2,0,0,9,0,1,"1"
"7273",109523,19,2,2,1,1,14,1,1,"1"
"7274",134080,29,8,2,0,0,4,1,1,"1"
"7275",174624,70,52,2,1,0,10,0,3,"3"
"7276",148106,34,14,2,0,0,15,0,2,"2"
"7277",117351,46,25,2,0,0,5,1,2,"2"
"7278",156221,20,3,2,1,1,13,0,1,"1"
"7279",179804,36,15,2,1,1,10,0,2,"2"
"7280",157654,70,53,2,0,0,4,0,3,"3"
"7281",170137,18,0,2,1,1,15,0,1,"1"
"7282",144259,67,50,2,0,1,5,0,3,"3"
"7283",184100,59,40,2,1,1,8,0,3,"3"
"7284",190433,19,1,2,0,0,15,0,1,"1"
"7285",113175,67,46,2,0,1,13,0,3,"3"
"7286",154652,50,29,2,0,1,7,0,2,"2"
"7287",166282,69,50,2,0,0,3,0,3,"3"
"7288",144597,16,0,2,1,0,12,0,1,"1"
"7289",155038,22,4,2,1,0,7,0,1,"1"
"7290",107639,47,28,2,1,0,9,0,2,"2"
"7291",129160,54,34,2,1,0,1,1,3,"3"
"7292",105156,61,43,2,1,1,0,0,3,"3"
"7293",163688,68,49,2,1,0,8,0,3,"3"
"7294",111176,50,33,2,1,0,3,1,2,"2"
"7295",196869,44,27,2,0,0,0,0,2,"2"
"7296",111279,66,49,2,1,1,14,0,3,"3"
"7297",104536,61,43,2,0,0,8,0,3,"3"
"7298",182908,33,12,2,0,1,7,0,1,"1"
"7299",146674,62,44,2,1,0,10,0,3,"3"
"7300",141220,54,35,2,1,0,15,0,3,"3"
"7301",131455,68,47,2,1,0,11,0,3,"3"
"7302",180500,70,50,2,0,0,11,0,3,"3"
"7303",113556,38,21,2,0,0,10,0,2,"2"
"7304",175813,55,35,2,1,1,14,0,3,"3"
"7305",163089,40,20,2,1,0,10,0,2,"2"
"7306",151790,40,20,2,1,0,13,0,2,"2"
"7307",111550,61,44,2,1,0,10,0,3,"3"
"7308",186745,37,19,2,1,1,5,1,2,"2"
"7309",161232,57,39,2,1,1,10,1,3,"3"
"7310",132954,21,3,2,0,0,13,0,1,"1"
"7311",172385,67,50,2,1,0,1,0,3,"3"
"7312",153469,52,35,2,1,1,9,0,3,"3"
"7313",107638,62,42,2,1,0,7,0,3,"3"
"7314",184354,40,23,2,1,1,12,0,2,"2"
"7315",134418,70,49,2,0,0,4,0,3,"3"
"7316",174843,70,51,2,0,1,8,0,3,"3"
"7317",169513,41,23,2,0,0,11,0,2,"2"
"7318",135712,60,40,2,0,1,14,0,3,"3"
"7319",153842,68,51,2,0,1,7,0,3,"3"
"7320",179032,67,50,2,1,0,1,0,3,"3"
"7321",183896,59,42,2,0,1,14,0,3,"3"
"7322",186576,20,2,2,1,1,10,1,1,"1"
"7323",165660,22,4,2,0,1,6,1,1,"1"
"7324",110533,61,43,2,0,1,10,0,3,"3"
"7325",167013,54,37,2,0,0,12,0,3,"3"
"7326",106099,66,49,2,0,0,5,0,3,"3"
"7327",139396,31,11,2,0,1,15,0,1,"1"
"7328",145441,56,38,2,1,0,7,0,3,"3"
"7329",173200,35,18,2,1,1,15,0,2,"2"
"7330",124081,62,45,2,0,0,5,0,3,"3"
"7331",157657,70,52,2,0,0,13,0,3,"3"
"7332",178127,53,36,2,1,0,9,0,3,"3"
"7333",171246,31,13,2,0,1,11,0,1,"1"
"7334",145615,23,4,2,1,0,12,1,1,"1"
"7335",117760,62,42,2,0,1,3,0,3,"3"
"7336",166179,26,9,2,1,1,6,0,1,"1"
"7337",163589,50,31,2,1,0,11,0,2,"2"
"7338",191530,53,32,2,0,0,5,1,2,"2"
"7339",154175,17,0,2,1,1,11,0,1,"1"
"7340",192640,60,42,2,0,1,8,0,3,"3"
"7341",179754,21,2,2,0,0,14,0,1,"1"
"7342",118544,58,41,2,1,1,12,0,3,"3"
"7343",107940,69,48,2,1,0,2,0,3,"3"
"7344",165057,32,12,2,1,0,14,0,1,"1"
"7345",179573,51,31,2,0,0,3,1,2,"2"
"7346",102006,24,5,2,1,1,10,1,1,"1"
"7347",195900,23,4,2,0,0,11,0,1,"1"
"7348",175888,18,0,2,0,1,11,1,1,"1"
"7349",128818,23,5,2,1,1,11,1,1,"1"
"7350",132619,29,12,2,0,0,8,0,1,"1"
"7351",126919,41,23,2,1,1,13,0,2,"2"
"7352",169431,20,1,2,1,1,11,1,1,"1"
"7353",125320,45,26,2,1,1,13,0,2,"2"
"7354",188388,67,50,2,0,0,11,0,3,"3"
"7355",157327,65,45,2,0,0,9,0,3,"3"
"7356",114199,35,16,2,0,1,9,0,2,"2"
"7357",168941,36,17,2,0,0,13,0,2,"2"
"7358",120599,24,7,2,0,0,14,0,1,"1"
"7359",136647,18,0,2,0,0,14,0,1,"1"
"7360",160839,51,32,2,0,1,9,0,2,"2"
"7361",132110,23,4,2,1,1,15,1,1,"1"
"7362",130198,39,19,2,0,0,0,0,2,"2"
"7363",127183,67,46,2,0,1,14,0,3,"3"
"7364",122621,29,10,2,1,0,12,0,1,"1"
"7365",150203,54,34,2,0,0,11,0,3,"3"
"7366",103790,26,6,2,1,0,6,0,1,"1"
"7367",118321,25,7,2,1,0,14,0,1,"1"
"7368",141504,49,28,2,1,0,14,0,2,"2"
"7369",193733,59,40,2,1,0,7,0,3,"3"
"7370",176575,21,3,2,1,1,15,1,1,"1"
"7371",123383,42,23,2,1,0,11,0,2,"2"
"7372",133587,51,31,2,0,1,5,1,2,"2"
"7373",186771,65,47,2,1,1,7,0,3,"3"
"7374",163469,28,8,2,1,1,3,1,1,"1"
"7375",125000,69,51,2,0,0,7,0,3,"3"
"7376",167718,36,16,2,1,1,4,1,2,"2"
"7377",140438,24,5,2,1,1,13,0,1,"1"
"7378",133604,70,51,2,0,0,1,0,3,"3"
"7379",133690,53,36,2,0,0,7,0,3,"3"
"7380",162269,61,44,2,0,1,6,0,3,"3"
"7381",107487,61,44,2,0,0,9,0,3,"3"
"7382",135944,60,39,2,0,1,7,0,3,"3"
"7383",104070,17,0,2,1,0,13,0,1,"1"
"7384",188873,16,0,2,1,0,8,1,1,"1"
"7385",195928,69,49,2,1,0,7,0,3,"3"
"7386",198962,34,13,2,0,0,0,0,2,"2"
"7387",130222,58,37,2,0,0,6,0,3,"3"
"7388",156402,21,3,2,0,1,3,1,1,"1"
"7389",176415,64,47,2,0,1,15,0,3,"3"
"7390",158545,69,48,2,1,1,7,0,3,"3"
"7391",160455,63,42,2,1,0,6,0,3,"3"
"7392",176805,49,32,2,1,1,10,0,2,"2"
"7393",107847,51,31,2,1,0,0,0,2,"2"
"7394",102878,70,49,2,0,0,15,0,3,"3"
"7395",185142,23,4,2,1,1,5,1,1,"1"
"7396",134152,39,20,2,0,0,8,0,2,"2"
"7397",171611,28,10,2,0,0,10,0,1,"1"
"7398",119061,21,2,2,0,0,4,0,1,"1"
"7399",167948,49,29,2,0,1,14,0,2,"2"
"7400",173426,28,8,2,1,0,3,1,1,"1"
"7401",115899,18,0,2,1,1,3,1,1,"1"
"7402",175941,39,18,2,1,0,13,0,2,"2"
"7403",139817,16,0,2,1,1,12,1,1,"1"
"7404",179608,66,46,2,0,1,6,0,3,"3"
"7405",134402,31,12,2,1,0,11,0,1,"1"
"7406",155600,29,8,2,0,1,9,0,1,"1"
"7407",168515,16,0,2,0,1,12,0,1,"1"
"7408",159207,36,17,2,1,0,6,0,2,"2"
"7409",132245,54,35,2,1,0,10,0,3,"3"
"7410",172921,24,7,2,0,1,12,0,1,"1"
"7411",132218,63,42,2,0,1,14,0,3,"3"
"7412",168735,24,5,2,0,0,12,0,1,"1"
"7413",157592,16,0,2,1,0,13,1,1,"1"
"7414",126180,29,10,2,0,1,0,1,1,"1"
"7415",151715,17,0,2,1,0,3,1,1,"1"
"7416",103382,20,1,2,0,0,15,0,1,"1"
"7417",143279,64,47,2,0,1,7,0,3,"3"
"7418",123788,25,6,2,0,0,8,0,1,"1"
"7419",115748,70,53,2,1,1,6,0,3,"3"
"7420",103669,54,35,2,1,1,1,0,3,"3"
"7421",171682,17,0,2,0,1,11,1,1,"1"
"7422",193842,68,50,2,0,1,10,0,3,"3"
"7423",121786,18,0,2,1,1,15,1,1,"1"
"7424",199916,36,16,2,0,1,1,1,2,"2"
"7425",101350,67,50,2,1,1,9,0,3,"3"
"7426",105618,18,0,2,1,0,9,1,1,"1"
"7427",180071,20,2,2,0,0,12,0,1,"1"
"7428",145565,18,1,2,1,1,3,1,1,"1"
"7429",130124,59,41,2,1,1,14,0,3,"3"
"7430",114991,36,19,2,0,0,6,0,2,"2"
"7431",158771,24,6,2,0,0,15,0,1,"1"
"7432",146548,17,0,2,1,1,14,0,1,"1"
"7433",129885,64,45,2,1,1,9,0,3,"3"
"7434",193336,48,27,2,0,1,7,0,2,"2"
"7435",162861,68,50,2,0,1,14,0,3,"3"
"7436",164933,17,0,2,1,1,12,1,1,"1"
"7437",199853,16,0,2,0,0,11,0,1,"1"
"7438",148338,66,48,2,0,0,9,0,3,"3"
"7439",168122,16,0,2,0,0,6,0,1,"1"
"7440",193819,42,24,2,0,1,9,0,2,"2"
"7441",133367,17,0,2,1,0,12,0,1,"1"
"7442",128381,31,11,2,0,1,9,0,1,"1"
"7443",140768,19,1,2,0,1,11,0,1,"1"
"7444",180898,54,33,2,1,0,12,0,3,"3"
"7445",140016,45,27,2,0,1,4,1,2,"2"
"7446",145490,50,29,2,0,1,8,0,2,"2"
"7447",166533,18,0,2,1,0,14,1,1,"1"
"7448",172068,33,14,2,0,0,6,0,2,"2"
"7449",189719,37,20,2,0,0,9,0,2,"2"
"7450",191006,59,41,2,0,0,7,0,3,"3"
"7451",190943,61,44,2,1,1,11,0,3,"3"
"7452",152440,70,49,2,0,0,5,0,3,"3"
"7453",160027,25,6,2,0,0,13,0,1,"1"
"7454",196570,54,33,2,1,1,13,0,3,"3"
"7455",122191,55,34,2,0,1,13,0,3,"3"
"7456",104751,54,36,2,1,1,14,0,3,"3"
"7457",107276,43,25,2,1,1,10,0,2,"2"
"7458",195724,50,33,2,1,0,15,0,2,"2"
"7459",106673,57,36,2,1,0,6,0,3,"3"
"7460",116475,25,6,2,0,1,12,1,1,"1"
"7461",152927,49,28,2,1,0,10,0,2,"2"
"7462",125573,48,27,2,1,0,10,0,2,"2"
"7463",100174,23,5,2,0,1,14,0,1,"1"
"7464",130896,51,32,2,1,0,9,0,2,"2"
"7465",120879,17,0,2,0,1,11,1,1,"1"
"7466",105434,25,7,2,0,1,4,1,1,"1"
"7467",181356,20,1,2,0,0,11,0,1,"1"
"7468",167095,51,31,2,1,0,3,1,2,"2"
"7469",179669,23,6,2,1,0,12,0,1,"1"
"7470",172312,16,0,2,0,0,13,0,1,"1"
"7471",166669,36,16,2,0,0,4,0,2,"2"
"7472",137693,21,3,2,1,0,6,0,1,"1"
"7473",161733,21,4,2,1,1,3,1,1,"1"
"7474",148145,22,4,2,0,1,11,0,1,"1"
"7475",171418,22,4,2,1,1,14,1,1,"1"
"7476",124052,65,47,2,0,0,6,0,3,"3"
"7477",176412,45,28,2,1,1,13,0,2,"2"
"7478",178621,64,44,2,1,0,9,0,3,"3"
"7479",129428,45,26,2,0,1,6,0,2,"2"
"7480",126210,62,41,2,0,1,10,0,3,"3"
"7481",177612,26,5,2,1,1,3,1,1,"1"
"7482",197354,62,45,2,1,0,9,0,3,"3"
"7483",129952,37,17,2,1,1,13,0,2,"2"
"7484",147466,47,29,2,0,0,9,0,2,"2"
"7485",159023,33,14,2,0,0,12,0,1,"1"
"7486",164065,25,8,2,0,0,11,0,1,"1"
"7487",153850,18,0,2,1,0,7,1,1,"1"
"7488",131739,43,23,2,0,1,1,0,2,"2"
"7489",180189,22,4,2,1,1,12,1,1,"1"
"7490",180042,39,20,2,0,0,12,0,2,"2"
"7491",138790,66,45,2,1,0,15,0,3,"3"
"7492",117985,18,0,2,1,1,14,1,1,"1"
"7493",124859,16,0,2,0,0,7,0,1,"1"
"7494",135180,23,6,2,0,1,7,0,1,"1"
"7495",129464,19,1,2,1,1,15,0,1,"1"
"7496",120439,32,13,2,1,1,4,1,1,"1"
"7497",101288,57,40,2,1,0,13,0,3,"3"
"7498",193981,64,45,2,1,0,15,0,3,"3"
"7499",132958,18,0,2,0,0,13,0,1,"1"
"7500",149229,25,6,2,0,1,15,0,1,"1"
"7501",105919,70,51,2,1,0,13,0,3,"3"
"7502",146771,51,30,2,1,0,9,0,2,"2"
"7503",155407,30,13,2,1,0,11,0,1,"1"
"7504",121508,21,4,2,1,0,14,0,1,"1"
"7505",181868,37,19,2,0,1,9,0,2,"2"
"7506",127032,22,4,2,0,1,11,0,1,"1"
"7507",111507,47,27,2,0,1,10,0,2,"2"
"7508",134245,22,5,2,0,0,13,0,1,"1"
"7509",122916,20,3,2,0,1,10,1,1,"1"
"7510",129060,63,45,2,1,0,10,0,3,"3"
"7511",185606,69,49,2,0,1,10,0,3,"3"
"7512",100710,23,6,2,0,0,7,0,1,"1"
"7513",192464,36,15,2,0,0,8,0,2,"2"
"7514",128479,59,39,2,0,1,3,1,3,"3"
"7515",102838,65,44,2,0,1,9,0,3,"3"
"7516",186464,39,19,2,1,1,0,1,2,"2"
"7517",134071,55,38,2,0,0,10,0,3,"3"
"7518",106544,65,46,2,0,0,7,0,3,"3"
"7519",138708,50,31,2,1,1,2,1,2,"2"
"7520",128826,62,44,2,1,0,6,0,3,"3"
"7521",150354,17,0,2,1,0,14,0,1,"1"
