transaction_id,Prod1,Prod2,Prod3
103104,B,G,H
103105,D,E,I
103106,B,E,I
103107,B,E,H
103108,A,F,H
103109,D,F,I
103110,D,E,I
103111,C,E,H
103112,B,E,H
103113,C,G,H
103114,C,E,I
103115,C,F,I
103116,B,G,H
103117,A,G,I
103118,C,G,H
103119,B,E,H
103120,A,G,H
103121,D,F,I
103122,D,F,I
103123,A,E,H
103124,C,G,I
103125,B,G,H
103126,B,E,H
103127,C,G,H
103128,B,G,H
103129,C,G,I
103130,C,F,I
103131,C,G,I
103132,B,E,H
103133,D,G,I
103134,C,F,I
103135,C,F,I
103136,C,F,I
103137,C,F,H
103138,D,E,I
103139,C,G,I
103140,A,E,H
103141,A,E,I
103142,D,E,H
103143,D,G,H
103144,D,G,I
103145,C,E,H
103146,B,F,H
103147,B,G,I
103148,C,F,H
103149,A,E,H
103150,B,E,I
103151,C,G,H
103152,C,F,H
103153,B,F,H
103154,A,F,H
103155,A,G,H
103156,B,G,I
103157,B,F,H
103158,D,F,I
103159,C,E,H
103160,D,E,I
103161,B,F,I
103162,B,E,I
103163,D,E,I
103164,B,F,I
103165,C,F,H
103166,B,E,H
103167,D,F,I
103168,B,F,H
103169,A,F,I
103170,B,F,H
103171,D,F,I
103172,C,E,H
103173,D,G,I
103174,A,G,H
103175,D,E,I
103176,A,F,I
103177,C,F,H
103178,D,G,I
103179,C,F,H
103180,C,F,I
103181,C,E,H
103182,C,F,H
103183,B,F,I
103184,B,E,I
103185,B,G,H
103186,B,F,H
103187,A,F,I
103188,A,E,H
103189,D,G,H
103190,B,G,H
103191,A,F,I
103192,C,E,H
103193,A,G,H
103194,C,E,I
103195,A,F,I
103196,C,F,H
103197,A,E,I
103198,D,G,I
103199,D,E,I
103200,D,G,I
103201,B,G,I
103202,B,F,I
103203,A,E,H
103204,C,F,I
103205,A,F,I
103206,A,F,H
103207,D,E,I
103208,D,F,I
103209,C,G,I
103210,A,G,H
103211,D,F,I
103212,D,F,H
103213,A,E,H
103214,B,F,H
103215,B,F,H
103216,A,E,I
103217,B,G,I
103218,C,E,I
103219,C,G,I
103220,C,G,H
103221,B,F,H
103222,A,G,I
103223,B,G,I
103224,D,F,H
103225,A,F,I
103226,A,E,H
103227,D,G,I
103228,A,G,I
103229,B,E,I
103230,B,F,I
103231,D,G,H
103232,C,G,I
103233,B,E,H
103234,D,G,H
103235,D,E,H
103236,B,E,I
103237,D,E,H
103238,A,F,I
103239,A,F,I
103240,B,G,H
103241,B,E,H
103242,D,G,I
103243,A,F,H
103244,C,E,I
103245,B,E,I
103246,B,E,I
103247,C,G,H
103248,B,G,I
103249,B,E,I
103250,C,G,H
103251,C,G,I
103252,A,F,H
103253,C,E,H
103254,A,G,H
103255,B,G,I
103256,D,G,I
103257,D,F,I
103258,B,F,H
103259,A,E,H
103260,B,F,H
103261,D,F,H
103262,A,G,I
103263,C,F,H
103264,B,E,H
103265,C,E,I
103266,C,G,I
103267,B,E,H
103268,B,G,I
103269,B,E,I
103270,C,F,H
103271,B,E,H
103272,B,E,H
103273,A,G,I
103274,C,F,H
103275,A,G,I
103276,C,F,I
103277,D,G,H
103278,B,F,I
103279,C,G,H
103280,B,G,I
103281,A,E,I
103282,A,G,I
103283,C,G,I
103284,A,F,I
103285,A,F,I
103286,B,F,I
103287,C,F,I
103288,D,G,I
103289,B,F,H
103290,D,E,I
103291,D,F,H
103292,D,F,I
103293,D,E,I
103294,B,E,H
103295,C,G,I
103296,B,F,I
103297,A,F,H
103298,D,F,H
103299,C,G,H
103300,A,F,H
103301,D,G,H
103302,C,G,I
103303,A,E,I
103304,C,F,H
103305,A,F,H
103306,B,E,H
103307,A,F,I
103308,C,E,H
103309,D,F,I
103310,B,G,I
103311,B,G,I
103312,C,F,H
103313,D,E,H
103314,A,G,H
103315,A,E,H
103316,B,E,H
103317,A,E,I
103318,A,E,H
103319,D,F,H
103320,C,G,I
103321,B,G,I
103322,D,F,I
103323,C,F,H
103324,A,E,H
103325,A,E,H
103326,D,G,I
103327,D,F,H
103328,B,F,I
103329,B,G,H
103330,C,F,H
103331,B,E,I
103332,B,E,I
103333,A,F,I
103334,C,F,H
103335,B,F,H
103336,D,G,H
103337,B,G,H
103338,C,G,H
103339,C,F,I
103340,C,F,I
103341,C,F,H
103342,B,G,H
103343,C,F,I
103344,B,F,H
103345,D,E,H
103346,C,F,H
103347,C,E,I
103348,D,G,H
103349,D,F,I
103350,B,G,H
103351,C,E,H
103352,C,E,H
103353,C,E,H
103354,D,F,H
103355,A,G,I
103356,A,E,I
103357,C,E,I
103358,B,E,H
103359,A,F,H
103360,C,G,I
103361,C,E,I
103362,D,G,H
103363,C,G,H
103364,A,F,H
103365,B,E,I
103366,B,F,H
103367,C,F,I
103368,D,E,H
103369,B,E,H
103370,D,F,I
103371,A,E,I
103372,B,F,H
103373,B,F,H
103374,D,F,H
103375,A,F,I
103376,D,E,H
103377,C,G,H
103378,A,E,H
103379,A,F,I
103380,B,E,H
103381,D,F,I
103382,C,G,I
103383,A,F,I
103384,A,E,I
103385,D,F,H
103386,D,G,I
103387,A,E,H
103388,A,E,I
103389,B,E,I
103390,B,G,I
103391,C,E,I
103392,B,F,H
103393,C,F,I
103394,A,G,H
103395,A,F,H
103396,A,G,H
103397,C,E,H
103398,D,E,I
103399,A,G,I
103400,B,G,H
103401,D,G,H
103402,D,G,I
103403,D,E,I
103404,C,G,I
103405,C,F,H
103406,B,F,H
103407,A,E,H
103408,C,E,I
103409,C,F,H
103410,C,G,I
103411,C,E,I
103412,D,F,H
103413,A,G,I
103414,B,E,H
103415,C,E,I
103416,C,F,I
103417,D,F,H
103418,B,E,H
103419,C,F,H
103420,B,G,I
103421,C,E,I
103422,A,G,I
103423,C,F,H
103424,A,E,I
103425,B,E,I
103426,D,E,H
103427,A,E,I
103428,C,G,H
103429,D,F,H
103430,B,G,I
103431,B,G,H
103432,A,F,H
103433,A,E,I
103434,D,E,I
103435,C,F,H
103436,D,E,I
103437,C,E,H
103438,D,E,I
103439,D,G,I
103440,A,F,I
103441,C,G,H
103442,B,F,I
103443,B,G,H
103444,A,E,H
103445,B,E,I
103446,A,F,I
103447,D,G,H
103448,B,E,I
103449,C,E,H
103450,A,E,I
103451,C,F,H
103452,D,F,I
103453,A,E,I
103454,A,E,H
103455,C,E,I
103456,A,F,H
103457,D,E,I
103458,C,F,I
103459,B,F,H
103460,B,E,H
103461,C,G,I
103462,A,G,H
103463,D,F,I
103464,C,F,I
103465,C,E,I
103466,B,G,H
103467,C,E,H
103468,D,F,H
103469,A,E,H
103470,D,F,I
103471,D,G,H
103472,C,E,H
103473,A,E,H
103474,D,G,I
103475,B,E,I
103476,A,F,H
103477,C,E,I
103478,A,G,H
103479,C,F,I
103480,A,G,I
103481,B,G,I
103482,B,G,I
103483,C,E,H
103484,A,F,I
103485,C,F,H
103486,D,E,I
103487,C,F,H
103488,D,E,I
103489,B,G,H
103490,D,F,H
103491,B,F,I
103492,C,G,H
103493,C,E,I
103494,C,F,H
103495,C,F,I
103496,C,E,I
103497,C,G,I
103498,D,E,H
103499,A,G,H
103500,B,G,I
103501,C,F,H
103502,D,E,I
103503,D,G,I
103504,A,G,H
103505,A,E,I
103506,B,G,H
103507,C,E,H
103508,B,E,I
103509,C,E,H
103510,C,F,I
103511,B,F,I
103512,D,G,H
103513,B,E,H
103514,A,E,I
103515,B,E,I
103516,C,F,H
103517,C,F,I
103518,C,E,I
103519,C,F,I
103520,C,E,H
103521,C,F,I
103522,D,E,I
103523,B,E,H
103524,D,G,I
103525,D,F,I
103526,A,E,I
103527,D,F,I
103528,C,E,I
103529,D,E,H
103530,D,E,H
103531,C,G,I
103532,C,F,H
103533,D,G,I
103534,B,F,H
103535,A,G,I
103536,A,E,I
103537,D,G,I
103538,C,E,H
103539,A,G,H
103540,D,F,H
103541,C,F,I
103542,B,G,H
103543,B,E,I
103544,A,G,I
103545,B,E,I
103546,B,E,I
103547,D,E,H
103548,A,F,I
103549,A,F,H
103550,C,E,H
103551,D,E,H
103552,A,F,I
103553,C,E,I
103554,A,E,H
103555,D,G,I
103556,D,E,I
103557,D,G,I
103558,B,G,H
103559,B,E,I
103560,A,G,H
103561,C,F,I
103562,C,G,H
103563,B,E,H
103564,A,E,I
103565,C,E,I
103566,A,E,H
103567,A,E,H
103568,B,E,I
103569,A,E,I
103570,D,E,I
103571,A,G,I
103572,C,F,H
103573,B,F,H
103574,A,F,H
103575,A,E,H
103576,D,G,I
103577,B,F,H
103578,C,G,I
103579,B,F,I
103580,D,F,I
103581,D,G,H
103582,A,G,I
103583,C,F,H
103584,C,F,I
103585,D,G,I
103586,A,E,H
103587,B,F,H
103588,C,G,H
103589,B,F,H
103590,B,F,I
103591,D,F,I
103592,A,F,H
103593,C,G,I
103594,D,G,H
103595,C,E,H
103596,C,G,I
103597,D,F,H
103598,B,E,I
103599,A,E,H
103600,B,E,I
103601,D,E,I
103602,B,F,I
103603,B,F,H
103604,B,G,I
103605,B,E,H
103606,D,E,H
103607,D,F,I
103608,B,F,I
103609,B,G,I
103610,D,E,I
103611,B,G,H
103612,C,F,H
103613,B,F,H
103614,D,F,H
103615,A,E,I
103616,C,G,H
103617,B,G,I
103618,D,F,H
103619,A,F,I
103620,C,F,I
103621,C,F,I
103622,C,G,I
103623,B,G,I
103624,D,F,I
103625,D,G,I
103626,C,E,H
103627,A,E,I
103628,B,G,I
103629,C,F,I
103630,D,G,I
103631,C,E,I
103632,A,G,H
103633,A,G,H
103634,D,E,H
103635,B,F,I
103636,B,G,H
103637,C,F,I
103638,D,F,H
103639,C,G,I
103640,C,G,H
103641,D,G,H
103642,D,F,I
103643,D,F,H
103644,C,E,H
103645,C,F,I
103646,B,G,I
103647,D,F,I
103648,B,F,H
103649,C,E,I
103650,B,E,I
103651,A,F,I
103652,D,E,H
103653,C,E,H
103654,D,F,H
103655,C,G,I
103656,B,G,H
103657,D,G,I
103658,D,F,H
103659,C,E,I
103660,B,E,I
103661,C,F,H
103662,D,F,H
103663,D,F,I
103664,A,G,H
103665,B,E,I
103666,B,F,I
103667,D,E,I
103668,C,G,I
103669,C,G,I
103670,D,G,H
103671,D,E,H
103672,A,F,I
103673,B,F,I
103674,A,E,I
103675,A,E,I
103676,C,E,H
103677,A,F,H
103678,C,G,I
103679,B,G,H
103680,A,F,H
103681,D,F,I
103682,C,F,H
103683,B,E,I
103684,A,G,H
103685,D,G,H
103686,C,E,I
103687,D,G,I
103688,B,G,I
103689,B,E,I
103690,D,E,I
103691,B,F,H
103692,D,F,I
103693,C,E,H
103694,A,E,I
103695,A,F,I
103696,B,F,I
103697,D,E,I
103698,B,E,H
103699,C,F,I
103700,B,G,I
103701,D,F,I
103702,D,E,H
103703,C,F,I
103704,C,E,I
103705,A,F,I
103706,B,G,H
103707,C,E,H
103708,D,G,H
103709,A,F,H
103710,B,G,I
103711,B,F,H
103712,A,E,I
103713,D,G,I
103714,A,G,I
103715,B,F,H
103716,C,F,H
103717,B,E,H
103718,A,F,I
103719,B,F,I
103720,A,E,H
103721,B,F,H
103722,C,G,H
103723,B,E,I
103724,A,G,I
103725,C,F,H
103726,D,F,I
103727,A,E,I
103728,C,E,I
103729,B,E,H
103730,B,F,I
103731,D,E,I
103732,A,E,I
103733,B,F,I
103734,D,E,I
103735,B,G,I
103736,D,G,I
103737,D,E,I
103738,D,G,I
103739,D,G,H
103740,C,G,I
103741,B,G,I
103742,D,E,I
103743,C,G,I
103744,A,E,H
103745,D,F,I
103746,D,E,I
103747,C,G,H
103748,A,E,H
103749,B,G,I
103750,C,F,H
103751,C,F,I
103752,B,F,I
103753,D,E,I
103754,B,F,I
103755,C,G,I
103756,C,F,H
103757,C,E,I
103758,D,G,I
103759,B,F,H
103760,B,F,I
103761,A,E,I
103762,D,G,I
103763,B,G,I
103764,A,G,I
103765,D,F,H
103766,C,F,H
103767,D,G,H
103768,D,F,H
103769,D,G,I
103770,C,F,I
103771,A,F,I
103772,D,F,H
103773,D,E,I
103774,A,G,H
103775,C,F,H
103776,C,G,I
103777,A,G,H
103778,B,G,H
103779,A,F,I
103780,C,G,H
103781,D,G,I
103782,C,G,I
103783,C,E,I
103784,D,G,I
103785,B,E,H
103786,A,G,H
103787,C,G,I
103788,B,G,H
103789,B,E,I
103790,C,F,I
103791,B,E,I
103792,C,G,I
103793,D,F,I
103794,C,F,H
103795,A,E,H
103796,B,G,I
103797,C,G,I
103798,A,F,I
103799,A,E,I
103800,B,F,I
103801,C,G,H
103802,C,G,H
103803,D,E,I
103804,C,E,I
103805,B,E,I
103806,A,G,I
103807,B,F,I
103808,C,F,I
103809,B,G,H
103810,A,G,I
103811,C,F,H
103812,B,F,I
103813,A,F,H
103814,A,E,H
103815,A,G,H
103816,D,F,I
103817,D,F,I
103818,B,G,I
103819,D,E,H
103820,B,F,I
103821,A,F,I
103822,B,E,H
103823,B,E,H
103824,D,F,I
103825,D,E,H
103826,A,G,I
103827,D,F,I
103828,B,G,I
103829,A,F,I
103830,B,G,I
103831,D,G,I
103832,B,F,I
103833,D,G,I
103834,B,E,H
103835,B,F,H
103836,B,G,H
103837,C,F,I
103838,D,F,I
103839,B,F,I
103840,C,F,H
103841,C,F,I
103842,D,F,H
103843,D,G,I
103844,D,F,I
103845,D,G,H
103846,C,E,H
103847,D,G,H
103848,B,F,I
103849,A,E,I
103850,B,G,I
103851,C,G,H
103852,B,G,I
103853,A,E,H
103854,D,F,I
103855,D,G,H
103856,D,E,I
103857,A,G,H
103858,B,E,I
103859,D,G,I
103860,D,F,H
103861,D,E,I
103862,C,F,I
103863,C,E,H
103864,C,G,H
103865,D,F,H
103866,B,G,H
103867,D,F,I
103868,D,G,H
103869,B,F,I
103870,C,G,H
103871,B,F,I
103872,A,E,I
103873,D,E,H
103874,C,E,H
103875,D,E,I
103876,D,F,I
103877,D,G,I
103878,C,F,H
103879,C,F,H
103880,D,E,I
103881,D,E,I
103882,D,E,H
103883,D,G,I
103884,D,E,I
103885,D,E,I
103886,A,F,H
103887,D,G,H
103888,C,G,H
103889,D,G,H
103890,A,G,I
103891,A,G,H
103892,D,F,H
103893,A,E,H
103894,C,E,I
103895,C,F,H
103896,C,G,H
103897,B,G,I
103898,B,G,I
103899,A,G,I
103900,D,F,H
103901,C,F,H
103902,A,E,I
103903,D,E,H
103904,D,G,I
103905,B,E,H
103906,D,G,H
103907,B,G,H
103908,D,F,I
103909,A,F,I
103910,C,G,I
103911,C,G,I
103912,C,E,I
103913,B,E,H
103914,A,F,H
103915,D,E,I
103916,C,F,I
103917,D,F,H
103918,A,E,I
103919,B,E,I
103920,B,F,I
103921,A,E,I
103922,A,E,I
103923,C,E,H
103924,C,E,H
103925,B,E,H
103926,A,F,I
103927,B,E,H
103928,C,E,H
103929,B,G,I
103930,C,F,I
103931,D,E,I
103932,D,G,I
103933,A,G,I
103934,B,E,I
103935,B,E,H
103936,D,E,H
103937,A,E,I
103938,D,F,I
103939,A,G,I
103940,B,G,H
103941,B,F,H
103942,D,G,I
103943,A,G,I
103944,B,E,I
103945,B,E,I
103946,B,E,H
103947,A,G,H
103948,D,F,I
103949,A,G,I
103950,B,E,I
103951,A,F,H
103952,B,E,I
103953,D,F,H
103954,C,F,I
103955,B,E,H
103956,C,F,I
103957,B,G,I
103958,C,G,I
103959,A,G,I
103960,A,F,H
103961,B,F,I
103962,C,E,H
103963,C,E,I
103964,D,F,H
103965,B,G,I
103966,B,E,I
103967,A,G,H
103968,D,F,H
103969,C,E,I
103970,A,E,H
103971,B,G,I
103972,A,F,H
103973,B,F,H
103974,D,E,I
103975,B,E,H
103976,B,E,H
103977,D,E,H
103978,B,E,I
103979,D,F,H
103980,D,F,H
103981,D,E,I
103982,D,E,I
103983,C,F,I
103984,A,G,H
103985,C,G,I
103986,A,F,I
103987,C,E,I
103988,D,G,I
103989,D,F,I
103990,A,E,I
103991,A,G,H
103992,D,E,H
103993,A,G,I
103994,B,E,I
103995,D,F,I
103996,C,F,I
103997,A,G,I
103998,A,E,I
103999,C,E,H
104000,A,G,H
104001,D,E,I
104002,A,F,I
104003,B,F,I
104004,A,E,H
104005,D,F,H
104006,C,F,H
104007,C,E,H
104008,D,E,I
104009,B,F,I
104010,B,F,H
104011,C,E,H
104012,D,G,I
104013,D,G,I
104014,D,F,H
104015,B,E,H
104016,A,F,I
104017,D,F,H
104018,C,E,I
104019,A,G,I
104020,C,E,I
104021,D,F,I
104022,D,G,I
104023,D,F,I
104024,A,F,I
104025,B,E,I
104026,C,E,H
104027,D,E,I
104028,D,F,H
104029,D,G,H
104030,A,G,H
104031,C,F,I
104032,C,G,I
104033,C,F,I
104034,C,F,H
104035,A,G,I
104036,B,G,I
104037,D,F,H
104038,A,F,I
104039,B,E,H
104040,A,G,H
104041,D,E,H
104042,C,G,H
104043,A,G,H
104044,B,G,I
104045,D,G,H
104046,B,G,I
104047,D,G,H
104048,D,F,I
104049,C,G,I
104050,B,G,H
104051,B,F,H
104052,C,E,H
104053,B,E,I
104054,B,G,H
104055,A,E,H
104056,A,G,I
104057,C,F,H
104058,B,E,H
104059,B,F,H
104060,B,G,H
104061,B,G,I
104062,C,F,I
104063,C,E,H
104064,B,G,H
104065,A,G,H
104066,A,E,H
104067,C,F,H
104068,D,G,I
104069,D,E,I
104070,C,E,H
104071,A,G,I
104072,D,E,H
104073,A,F,H
104074,D,F,H
104075,B,E,I
104076,C,G,I
104077,B,E,H
104078,D,G,I
104079,B,F,H
104080,A,E,H
104081,B,F,H
104082,A,E,I
104083,A,E,I
104084,A,G,I
104085,B,E,I
104086,B,G,H
104087,A,F,H
104088,A,G,H
104089,C,G,H
104090,B,F,I
104091,A,G,I
104092,C,E,H
104093,D,G,H
104094,B,E,H
104095,B,G,H
104096,C,G,I
104097,B,E,I
104098,B,E,I
104099,D,F,H
104100,D,G,I
104101,D,G,H
104102,A,F,I
104103,B,F,I
104104,A,F,I
104105,C,F,I
104106,A,E,I
104107,B,G,I
104108,D,E,H
104109,B,F,I
104110,C,G,I
104111,D,E,H
104112,C,E,I
104113,B,G,I
104114,C,G,I
104115,A,G,I
104116,A,F,I
104117,D,E,I
104118,C,G,I
104119,C,F,H
104120,A,G,I
104121,B,G,I
104122,C,F,H
104123,B,G,I
104124,B,E,H
104125,B,E,H
104126,B,G,I
104127,C,E,I
104128,A,E,I
104129,C,E,I
104130,C,E,I
104131,C,E,I
104132,A,F,I
104133,A,F,H
104134,D,G,I
104135,D,G,I
104136,B,E,H
104137,D,E,H
104138,D,G,H
104139,A,E,H
104140,A,E,I
104141,C,G,H
104142,A,G,H
104143,A,G,I
104144,C,G,H
104145,D,E,H
104146,B,F,I
104147,A,F,I
104148,A,G,H
104149,B,F,I
104150,D,G,H
104151,B,F,H
104152,A,E,H
104153,B,E,I
104154,B,G,H
104155,B,G,H
104156,C,F,I
104157,C,E,H
104158,B,E,I
104159,A,F,H
104160,A,F,I
104161,B,F,I
104162,A,E,H
104163,B,G,I
104164,A,G,H
104165,B,E,H
104166,A,F,I
104167,B,F,H
104168,C,F,H
104169,D,F,I
104170,D,G,H
104171,B,E,I
104172,C,G,I
104173,C,G,I
104174,D,F,H
104175,A,E,I
104176,A,E,I
104177,B,E,H
104178,C,G,H
104179,C,G,I
104180,D,G,H
104181,A,E,I
104182,B,G,I
104183,B,G,I
104184,D,E,I
104185,A,E,H
104186,C,E,H
104187,A,G,I
104188,D,F,I
104189,B,E,H
104190,A,F,H
104191,B,E,I
104192,B,F,I
104193,A,E,I
104194,C,G,H
104195,A,F,I
104196,C,F,I
104197,B,F,H
104198,A,F,I
104199,A,G,I
104200,C,F,H
104201,D,F,I
104202,A,F,I
104203,B,E,I
104204,D,E,I
104205,B,E,I
104206,C,F,I
104207,D,F,I
104208,A,F,I
104209,A,G,H
104210,A,E,H
104211,A,E,I
104212,D,G,H
104213,C,G,H
104214,B,F,H
104215,D,F,H
104216,D,F,H
104217,B,E,H
104218,C,G,I
104219,B,G,H
104220,C,G,H
104221,C,G,I
104222,D,G,I
104223,D,F,H
104224,D,G,I
104225,D,F,I
104226,A,G,H
104227,D,E,I
104228,C,F,H
104229,D,E,I
104230,A,G,H
104231,A,E,H
104232,A,E,I
104233,C,E,I
104234,D,F,H
104235,A,G,H
104236,B,E,I
104237,C,E,H
104238,A,F,I
104239,D,G,H
104240,C,G,H
104241,A,F,I
104242,D,G,I
104243,C,F,H
104244,D,F,I
104245,C,F,I
104246,B,F,H
104247,D,F,I
104248,D,G,I
104249,D,F,I
104250,A,E,H
104251,A,G,H
104252,B,E,H
104253,D,F,I
104254,B,E,I
104255,B,F,I
104256,D,E,H
104257,C,G,H
104258,C,G,I
104259,A,F,H
104260,A,E,H
104261,D,E,H
104262,A,F,H
104263,B,E,I
104264,A,G,H
104265,A,F,H
104266,B,E,I
104267,A,G,H
104268,C,F,H
104269,C,G,I
104270,B,F,I
104271,C,G,H
104272,B,E,H
104273,B,E,I
104274,C,E,I
104275,A,F,I
104276,A,G,H
104277,A,F,H
104278,D,F,H
104279,B,G,H
104280,C,F,H
104281,A,E,I
104282,B,E,H
104283,A,E,H
104284,C,F,H
104285,A,E,I
104286,A,F,H
104287,C,E,H
104288,A,G,I
104289,D,F,I
104290,C,E,I
104291,A,F,H
104292,B,E,I
104293,A,E,H
104294,A,E,I
104295,B,F,I
104296,A,G,I
104297,D,F,I
104298,A,E,I
104299,A,F,H
104300,B,E,I
104301,C,G,H
104302,C,F,I
104303,D,G,H
104304,D,G,I
104305,A,F,I
104306,A,F,I
104307,C,G,I
104308,D,E,H
104309,C,G,I
104310,B,E,H
104311,A,F,I
104312,B,E,H
104313,A,E,H
104314,C,G,H
104315,C,F,H
104316,C,F,I
104317,C,F,I
104318,A,F,H
104319,D,F,H
104320,B,F,I
104321,B,F,I
104322,C,G,H
104323,D,G,I
104324,D,G,I
104325,A,G,I
104326,B,F,H
104327,B,G,I
104328,C,E,H
104329,D,E,I
104330,A,F,I
104331,A,F,H
104332,D,F,I
104333,D,G,I
104334,B,F,H
104335,D,E,I
104336,D,G,I
104337,D,E,I
104338,D,F,H
104339,C,E,H
104340,B,E,H
104341,D,E,I
104342,A,F,I
104343,B,F,I
104344,D,E,H
104345,C,G,I
104346,A,G,I
104347,D,E,H
104348,C,G,H
104349,D,E,I
104350,D,F,I
104351,A,G,H
104352,A,F,I
104353,C,E,I
104354,B,G,H
104355,D,E,I
104356,D,E,H
104357,C,F,I
104358,C,F,I
104359,A,F,H
104360,D,E,H
104361,A,F,I
104362,A,F,I
104363,A,E,I
104364,C,E,H
104365,A,F,I
104366,A,E,I
104367,C,E,H
104368,B,F,H
104369,D,F,I
104370,B,E,I
104371,A,G,H
104372,C,G,I
104373,D,F,I
104374,A,E,H
104375,D,F,I
104376,A,E,I
104377,C,G,I
104378,B,E,H
104379,A,G,H
104380,D,E,H
104381,C,E,I
104382,B,E,I
104383,C,F,I
104384,C,G,I
104385,B,G,H
104386,C,F,I
104387,B,F,I
104388,C,F,I
104389,A,E,I
104390,D,F,I
104391,A,E,I
104392,A,G,H
104393,C,E,I
104394,C,G,I
104395,B,G,I
104396,A,F,I
104397,B,E,I
104398,C,F,H
104399,A,G,H
104400,A,F,H
104401,A,E,H
104402,B,F,I
104403,B,G,H
104404,C,G,I
104405,A,E,I
104406,B,E,I
104407,A,G,H
104408,B,E,H
104409,B,G,I
104410,A,E,I
104411,A,G,I
104412,D,E,H
104413,C,G,H
104414,D,G,H
104415,B,G,H
104416,C,F,I
104417,C,F,I
104418,A,E,H
104419,B,G,H
104420,A,F,I
104421,D,F,I
104422,B,F,H
104423,B,E,H
104424,B,G,I
104425,B,E,I
104426,B,G,I
104427,C,G,I
104428,A,G,I
104429,B,G,H
104430,C,G,H
104431,A,E,H
104432,D,E,I
104433,C,F,I
104434,B,E,I
104435,A,F,I
104436,A,G,H
104437,A,F,I
104438,B,E,H
104439,C,F,I
104440,A,G,H
104441,B,F,H
104442,C,G,H
104443,B,E,I
104444,D,F,I
104445,A,E,H
104446,C,G,I
104447,C,F,H
104448,A,E,H
104449,C,F,H
104450,A,F,H
104451,D,E,I
104452,A,F,H
104453,B,F,I
104454,C,G,I
104455,C,E,H
104456,B,E,I
104457,A,E,I
104458,C,E,H
104459,D,F,I
104460,A,E,I
104461,D,G,I
104462,A,F,I
104463,C,F,I
104464,A,G,I
104465,B,F,H
104466,C,F,H
104467,C,G,I
104468,A,G,I
104469,A,F,I
104470,A,E,H
104471,C,G,H
104472,D,G,I
104473,B,F,H
104474,D,E,I
104475,D,G,I
104476,B,F,I
104477,C,E,H
104478,B,F,I
104479,A,E,I
104480,D,F,H
104481,B,F,I
104482,D,G,H
104483,A,G,I
104484,A,E,H
104485,B,E,I
104486,D,E,I
104487,D,G,H
104488,D,E,I
104489,D,F,I
104490,D,F,H
104491,B,E,I
104492,A,F,H
104493,C,G,H
104494,A,E,I
104495,A,G,I
104496,B,G,I
104497,C,G,H
104498,D,F,I
104499,D,G,I
104500,C,G,I
104501,B,G,I
104502,B,F,I
104503,B,G,I
104504,D,F,I
104505,A,F,I
104506,B,F,I
104507,D,F,H
104508,B,E,H
104509,B,G,I
104510,A,G,I
104511,A,E,I
104512,C,E,I
104513,A,F,I
104514,D,E,H
104515,A,E,I
104516,D,G,I
104517,B,G,H
104518,A,G,H
104519,A,G,I
104520,D,F,I
104521,C,E,I
104522,D,F,H
104523,D,F,H
104524,C,E,H
104525,B,G,H
104526,B,G,I
104527,A,E,H
104528,D,G,I
104529,D,F,I
104530,C,G,I
104531,A,G,I
104532,B,F,I
104533,D,E,I
104534,C,E,H
104535,B,F,H
104536,A,E,I
104537,A,E,H
104538,C,G,I
104539,A,F,I
104540,D,E,H
104541,D,G,I
104542,A,G,H
104543,C,F,I
104544,D,G,I
104545,B,F,I
104546,D,E,I
104547,C,G,H
104548,B,E,I
104549,D,E,I
104550,B,G,H
104551,A,F,I
104552,A,E,H
104553,C,F,H
104554,A,F,H
104555,A,F,I
104556,C,F,I
104557,C,G,H
104558,C,G,H
104559,C,E,H
104560,B,E,I
104561,C,G,I
104562,D,F,H
104563,A,F,I
104564,A,G,H
104565,C,G,I
104566,A,G,I
104567,A,E,H
104568,C,F,I
104569,C,E,H
104570,D,G,I
104571,D,F,I
104572,C,F,I
104573,D,F,H
104574,B,F,H
104575,C,E,I
104576,D,E,I
104577,B,F,H
104578,A,F,I
104579,C,E,I
104580,A,E,H
104581,D,E,I
104582,C,G,I
104583,C,E,H
104584,A,E,I
104585,B,F,I
104586,C,F,H
104587,B,G,H
104588,D,F,I
104589,D,F,H
104590,A,G,H
104591,B,F,I
104592,B,F,I
104593,D,F,H
104594,B,E,I
104595,C,E,I
104596,C,G,I
104597,C,E,H
104598,B,E,H
104599,C,E,H
104600,A,E,I
104601,A,G,H
104602,C,E,H
104603,B,F,H
104604,B,E,H
104605,C,F,I
104606,C,E,I
104607,B,E,H
104608,B,G,H
104609,C,G,I
104610,B,F,H
104611,C,E,H
104612,D,E,H
104613,C,E,I
104614,A,G,H
104615,B,E,I
104616,C,F,I
104617,B,G,I
104618,B,E,H
104619,D,G,H
104620,C,F,I
104621,B,E,I
104622,A,G,H
104623,B,G,I
104624,D,G,I
104625,C,F,H
104626,B,E,H
104627,B,F,H
104628,D,F,H
104629,A,E,H
104630,B,F,I
104631,D,E,I
104632,A,E,I
104633,A,E,I
104634,C,F,H
104635,B,E,H
104636,C,E,I
104637,B,E,I
104638,D,G,I
104639,A,F,H
104640,C,E,I
104641,A,G,H
104642,C,G,I
104643,B,E,I
104644,B,E,I
104645,B,G,I
104646,D,E,H
104647,C,G,H
104648,C,E,I
104649,B,F,I
104650,C,F,H
104651,A,F,I
104652,C,F,I
104653,A,F,I
104654,A,G,H
104655,D,E,H
104656,A,F,I
