Policy Number,Age,Age Band,Years of Driving Experience,Number of Vehicles,Gender,Gender Dummy,Married,Married Dummy,Vehicle Age,Vehicle Age Band,Fuel Type,Fuel Type Dummy,Losses,Count,Capped Losses
131521,41,26-59,23,3,M,1,Married,0,12,11+,P,0,356,1,356
125899,16,16-25,0,3,F,0,Married,0,13,11+,P,0,104,1,104
111615,32,26-59,11,3,M,1,Single,1,8,10-Jun,P,0,438,1,438
188162,17,16-25,0,3,M,1,Single,1,13,11+,D,1,620,1,620
151745,46,26-59,29,3,F,0,Married,0,10,10-Jun,P,0,310,1,310
193872,19,16-25,0,3,M,1,Married,0,14,11+,D,1,642,1,642
122843,18,16-25,1,3,M,1,Married,0,15,11+,P,0,244,1,244
151795,36,26-59,17,3,M,1,Married,0,5,0-5,D,1,533,1,533
104300,28,26-59,10,3,F,0,Married,0,12,11+,P,0,315,1,315
132242,43,26-59,23,3,F,0,Married,0,7,10-Jun,P,0,358,1,358
143882,19,16-25,2,3,F,0,Married,0,11,11+,P,0,137,1,137
161225,18,16-25,0,3,F,0,Single,1,11,11+,D,1,582,1,582
171470,56,26-59,39,3,F,0,Single,1,14,11+,P,0,271,1,271
195481,25,16-25,7,3,F,0,Single,1,13,11+,P,0,356,1,356
137845,48,26-59,27,3,M,1,Single,1,3,0-5,D,1,807,1,807
146253,27,26-59,9,3,F,0,Single,1,10,10-Jun,P,0,470,1,470
169988,20,16-25,3,3,F,0,Married,0,13,11+,P,0,462,1,462
100633,16,16-25,0,3,M,1,Married,0,1,0-5,D,1,1502,1,1200
142931,20,16-25,1,3,M,1,Married,0,5,0-5,D,1,642,1,642
173882,17,16-25,0,3,F,0,Married,0,11,11+,P,0,334,1,334
164488,59,26-59,42,3,M,1,Married,0,14,11+,P,0,217,1,217
147503,38,26-59,21,3,F,0,Married,0,14,11+,P,0,213,1,213
141607,21,16-25,2,3,M,1,Single,1,15,11+,P,0,470,1,470
100067,60,60+,43,3,M,1,Married,0,12,11+,P,0,25,1,25
151334,55,26-59,37,3,F,0,Single,1,9,10-Jun,P,0,377,1,377
103917,36,26-59,15,3,F,0,Married,0,8,10-Jun,P,0,320,1,320
140467,20,16-25,2,3,M,1,Single,1,15,11+,D,1,673,1,673
171546,60,60+,42,3,M,1,Married,0,14,11+,P,0,78,1,78
178102,24,16-25,7,3,F,0,Married,0,10,10-Jun,P,0,476,1,476
162740,59,26-59,38,3,F,0,Married,0,8,10-Jun,P,0,331,1,331
104920,22,16-25,4,3,F,0,Single,1,11,11+,P,0,281,1,281
125550,37,26-59,19,3,F,0,Single,1,9,10-Jun,P,0,354,1,354
138021,56,26-59,36,3,F,0,Single,1,3,0-5,D,1,673,1,673
172080,24,16-25,6,3,F,0,Married,0,12,11+,P,0,363,1,363
170014,24,16-25,6,3,M,1,Single,1,12,11+,P,0,388,1,388
194615,43,26-59,25,3,F,0,Single,1,8,10-Jun,P,0,310,1,310
166336,25,16-25,7,3,M,1,Single,1,12,11+,P,0,368,1,368
175106,54,26-59,37,3,M,1,Single,1,8,10-Jun,D,1,540,1,540
177767,61,60+,43,3,M,1,Single,1,9,10-Jun,P,0,250,1,250
132675,29,26-59,10,3,F,0,Single,1,11,11+,P,0,411,1,411
146726,65,60+,48,3,M,1,Single,1,8,10-Jun,P,0,362,1,362
182411,45,26-59,28,3,F,0,Married,0,5,0-5,D,1,546,1,546
160037,38,26-59,21,3,M,1,Single,1,9,10-Jun,P,0,499,1,499
130006,67,60+,48,3,F,0,Married,0,8,10-Jun,P,0,50,1,50
124229,65,60+,47,3,M,1,Single,1,7,10-Jun,P,0,432,1,432
135832,20,16-25,1,3,M,1,Single,1,4,0-5,D,1,1091,1,1091
191234,48,26-59,29,3,M,1,Single,1,4,0-5,D,1,938,1,938
104126,64,60+,45,3,M,1,Single,1,9,10-Jun,P,0,215,1,215
150034,64,60+,46,3,M,1,Married,0,13,11+,P,0,152,1,152
109986,28,26-59,9,3,F,0,Married,0,8,10-Jun,P,0,303,1,303
167680,69,60+,52,3,M,1,Married,0,12,11+,P,0,269,1,269
198229,27,26-59,8,3,F,0,Married,0,10,10-Jun,P,0,325,1,325
194834,16,16-25,0,3,M,1,Married,0,6,10-Jun,P,0,482,1,482
198285,25,16-25,8,3,F,0,Married,0,12,11+,P,0,183,1,183
135198,54,26-59,37,3,M,1,Married,0,6,10-Jun,P,0,394,1,394
132991,38,26-59,19,3,F,0,Married,0,7,10-Jun,P,0,316,1,316
127930,52,26-59,33,3,F,0,Married,0,6,10-Jun,P,0,314,1,314
177943,35,26-59,16,3,M,1,Married,0,6,10-Jun,P,0,373,1,373
160412,67,60+,47,3,M,1,Married,0,2,0-5,P,0,215,1,215
141392,21,16-25,4,3,F,0,Single,1,13,11+,P,0,262,1,262
111412,19,16-25,2,3,F,0,Married,0,15,11+,P,0,295,1,295
148876,17,16-25,0,3,M,1,Single,1,8,10-Jun,D,1,1243,1,1200
164389,59,26-59,39,3,F,0,Single,1,15,11+,P,0,397,1,397
176830,24,16-25,6,3,M,1,Single,1,12,11+,P,0,358,1,358
172191,34,26-59,17,3,F,0,Married,0,7,10-Jun,P,0,337,1,337
102045,30,26-59,11,3,F,0,Married,0,10,10-Jun,P,0,282,1,282
112311,37,26-59,20,3,M,1,Single,1,4,0-5,D,1,748,1,748
100482,31,26-59,14,3,F,0,Single,1,8,10-Jun,P,0,411,1,411
141612,67,60+,46,3,F,0,Single,1,8,10-Jun,P,0,99,1,99
115707,25,16-25,8,3,M,1,Married,0,12,11+,P,0,278,1,278
135693,17,16-25,0,3,F,0,Single,1,11,11+,D,1,585,1,585
176879,55,26-59,36,3,M,1,Single,1,13,11+,P,0,345,1,345
100718,64,60+,47,3,M,1,Single,1,11,11+,P,0,151,1,151
121850,70,60+,50,3,F,0,Married,0,3,0-5,P,0,101,1,101
101829,55,26-59,36,3,M,1,Married,0,9,10-Jun,P,0,381,1,381
103919,24,16-25,5,3,M,1,Single,1,14,11+,D,1,693,1,693
173508,30,26-59,9,3,F,0,Single,1,4,0-5,D,1,709,1,709
152113,16,16-25,0,3,F,0,Single,1,14,11+,P,0,301,1,301
154297,21,16-25,2,3,F,0,Married,0,12,11+,P,0,372,1,372
104974,25,16-25,6,3,M,1,Single,1,13,11+,D,1,903,1,903
196957,34,26-59,13,3,M,1,Single,1,2,0-5,D,1,897,1,897
176589,33,26-59,13,3,M,1,Single,1,7,10-Jun,D,1,514,1,514
164002,61,60+,40,3,M,1,Single,1,12,11+,P,0,27,1,27
150986,54,26-59,34,3,F,0,Single,1,9,10-Jun,P,0,333,1,333
110390,21,16-25,4,3,F,0,Single,1,14,11+,P,0,347,1,347
131795,23,16-25,5,3,F,0,Single,1,15,11+,D,1,672,1,672
147211,68,60+,51,3,M,1,Single,1,13,11+,P,0,244,1,244
116349,68,60+,49,3,F,0,Single,1,9,10-Jun,P,0,163,1,163
130124,67,60+,50,3,F,0,Married,0,8,10-Jun,P,0,285,1,285
154528,69,60+,52,3,F,0,Single,1,8,10-Jun,P,0,191,1,191
157869,49,26-59,30,3,F,0,Single,1,8,10-Jun,P,0,465,1,465
166201,44,26-59,27,3,M,1,Married,0,9,10-Jun,P,0,388,1,388
187325,19,16-25,0,3,F,0,Single,1,15,11+,D,1,588,1,588
149107,58,26-59,40,3,M,1,Married,0,2,0-5,P,0,417,1,417
152628,63,60+,45,3,M,1,Married,0,15,11+,P,0,31,1,31
183878,36,26-59,19,3,F,0,Married,0,14,11+,P,0,251,1,251
174819,28,26-59,8,3,F,0,Married,0,1,0-5,D,1,638,1,638
191576,20,16-25,3,3,M,1,Married,0,7,10-Jun,D,1,541,1,541
190923,51,26-59,33,3,M,1,Single,1,8,10-Jun,P,0,476,1,476
135239,25,16-25,8,3,F,0,Married,0,15,11+,P,0,313,1,313
167588,40,26-59,22,3,M,1,Married,0,15,11+,P,0,299,1,299
180933,29,26-59,8,3,F,0,Married,0,13,11+,P,0,299,1,299
188937,19,16-25,0,3,F,0,Single,1,14,11+,P,0,310,1,310
122420,41,26-59,20,3,F,0,Married,0,7,10-Jun,P,0,284,1,284
150950,66,60+,49,3,F,0,Single,1,4,0-5,D,1,580,1,580
177042,43,26-59,23,3,F,0,Married,0,1,0-5,P,0,425,1,425
125676,61,60+,43,3,M,1,Single,1,14,11+,P,0,337,1,337
106329,20,16-25,2,3,F,0,Single,1,14,11+,P,0,351,1,351
187678,45,26-59,27,3,F,0,Married,0,9,10-Jun,P,0,348,1,348
133166,41,26-59,20,3,F,0,Married,0,9,10-Jun,P,0,348,1,348
178748,61,60+,43,3,M,1,Married,0,6,10-Jun,P,0,267,1,267
172282,21,16-25,3,3,F,0,Married,0,13,11+,P,0,223,1,223
171769,18,16-25,0,3,M,1,Single,1,14,11+,P,0,498,1,498
150052,42,26-59,22,3,M,1,Single,1,3,0-5,D,1,960,1,960
185768,54,26-59,33,3,F,0,Married,0,15,11+,P,0,258,1,258
122755,19,16-25,0,3,M,1,Married,0,4,0-5,D,1,788,1,788
183655,24,16-25,5,3,F,0,Single,1,15,11+,D,1,745,1,745
166022,54,26-59,33,3,M,1,Married,0,6,10-Jun,P,0,398,1,398
137088,62,60+,44,3,M,1,Single,1,13,11+,P,0,317,1,317
151017,35,26-59,14,3,M,1,Married,0,3,0-5,D,1,594,1,594
189381,19,16-25,0,3,M,1,Married,0,13,11+,D,1,630,1,630
134062,67,60+,47,3,F,0,Single,1,9,10-Jun,P,0,277,1,277
127590,22,16-25,3,3,M,1,Single,1,15,11+,D,1,769,1,769
149976,68,60+,50,3,F,0,Single,1,15,11+,P,0,119,1,119
155076,60,60+,40,3,M,1,Married,0,1,0-5,P,0,318,1,318
157205,69,60+,51,3,M,1,Single,1,10,10-Jun,P,0,283,1,283
171536,52,26-59,35,3,F,0,Married,0,9,10-Jun,P,0,314,1,314
140664,67,60+,48,3,M,1,Married,0,10,10-Jun,P,0,164,1,164
127738,17,16-25,0,3,F,0,Married,0,13,11+,P,0,347,1,347
123145,63,60+,42,3,M,1,Single,1,7,10-Jun,P,0,67,1,67
152793,52,26-59,34,3,F,0,Single,1,3,0-5,P,0,460,1,460
148806,67,60+,47,3,M,1,Married,0,0,0-5,D,1,536,1,536
138881,70,60+,49,3,F,0,Single,1,7,10-Jun,P,0,64,1,64
119743,20,16-25,2,3,F,0,Single,1,13,11+,D,1,861,1,861
119413,30,26-59,10,3,M,1,Married,0,7,10-Jun,P,0,345,1,345
163336,36,26-59,15,3,M,1,Single,1,5,0-5,D,1,523,1,523
170260,20,16-25,1,3,F,0,Married,0,15,11+,P,0,321,1,321
189372,43,26-59,22,3,F,0,Single,1,12,11+,P,0,200,1,200
148231,21,16-25,3,3,M,1,Single,1,12,11+,D,1,728,1,728
152002,27,26-59,8,3,F,0,Single,1,6,10-Jun,P,0,484,1,484
134219,52,26-59,34,3,M,1,Married,0,9,10-Jun,P,0,430,1,430
103768,68,60+,50,3,F,0,Single,1,10,10-Jun,P,0,197,1,197
172701,39,26-59,18,3,F,0,Married,0,11,11+,P,0,121,1,121
120467,60,60+,41,3,F,0,Married,0,13,11+,P,0,20,1,20
150201,69,60+,51,3,M,1,Single,1,8,10-Jun,P,0,190,1,190
102995,64,60+,47,3,F,0,Married,0,12,11+,P,0,175,1,175
163030,62,60+,45,3,F,0,Single,1,1,0-5,P,0,186,1,186
178382,47,26-59,28,3,M,1,Single,1,14,11+,P,0,223,1,223
113918,21,16-25,4,3,F,0,Single,1,14,11+,P,0,398,1,398
114275,40,26-59,19,3,F,0,Married,0,8,10-Jun,P,0,338,1,338
172696,63,60+,42,3,M,1,Married,0,0,0-5,P,0,289,1,289
102086,65,60+,46,3,F,0,Married,0,7,10-Jun,P,0,226,1,226
183158,42,26-59,23,3,M,1,Married,0,7,10-Jun,P,0,357,1,357
160722,17,16-25,0,3,M,1,Married,0,6,10-Jun,D,1,539,1,539
195644,16,16-25,0,3,M,1,Married,0,15,11+,P,0,322,1,322
176178,65,60+,45,3,F,0,Single,1,10,10-Jun,P,0,147,1,147
198082,16,16-25,0,3,M,1,Single,1,9,10-Jun,D,1,1154,1,1154
195155,49,26-59,30,3,F,0,Single,1,7,10-Jun,P,0,430,1,430
134040,33,26-59,13,3,F,0,Single,1,14,11+,P,0,275,1,275
123120,55,26-59,35,3,M,1,Single,1,9,10-Jun,P,0,440,1,440
106548,36,26-59,17,3,M,1,Single,1,2,0-5,D,1,630,1,630
197929,64,60+,45,3,M,1,Single,1,9,10-Jun,P,0,396,1,396
171674,69,60+,48,3,F,0,Married,0,3,0-5,P,0,66,1,66
172989,66,60+,47,3,M,1,Single,1,3,0-5,D,1,599,1,599
115303,24,16-25,5,3,M,1,Married,0,11,11+,P,0,150,1,150
104522,17,16-25,0,3,M,1,Single,1,2,0-5,D,1,1802,1,1200
129497,69,60+,52,3,M,1,Single,1,13,11+,P,0,118,1,118
116156,56,26-59,36,3,F,0,Married,0,5,0-5,D,1,555,1,555
146770,65,60+,44,3,M,1,Married,0,10,10-Jun,P,0,112,1,112
139403,31,26-59,13,3,M,1,Married,0,8,10-Jun,P,0,385,1,385
169626,28,26-59,9,3,F,0,Married,0,8,10-Jun,P,0,327,1,327
134240,28,26-59,8,3,M,1,Single,1,12,11+,P,0,299,1,299
131332,35,26-59,16,3,F,0,Married,0,7,10-Jun,P,0,351,1,351
111210,61,60+,40,3,F,0,Married,0,11,11+,P,0,173,1,173
190878,50,26-59,31,3,F,0,Single,1,5,0-5,P,0,373,1,373
101991,30,26-59,13,3,F,0,Single,1,13,11+,P,0,391,1,391
164817,69,60+,52,3,M,1,Single,1,11,11+,P,0,179,1,179
180629,62,60+,44,3,F,0,Single,1,6,10-Jun,P,0,280,1,280
111443,24,16-25,6,3,M,1,Single,1,15,11+,D,1,592,1,592
151754,18,16-25,0,3,M,1,Married,0,15,11+,P,0,361,1,361
140462,27,26-59,7,3,F,0,Married,0,8,10-Jun,P,0,367,1,367
117465,65,60+,48,3,M,1,Single,1,1,0-5,D,1,576,1,576
125989,50,26-59,31,3,M,1,Married,0,1,0-5,D,1,588,1,588
142619,19,16-25,1,3,M,1,Single,1,15,11+,D,1,568,1,568
133894,19,16-25,0,3,M,1,Single,1,12,11+,D,1,809,1,809
110540,70,60+,49,3,F,0,Married,0,0,0-5,P,0,354,1,354
171994,49,26-59,30,3,F,0,Married,0,8,10-Jun,P,0,308,1,308
151465,17,16-25,0,3,M,1,Married,0,14,11+,P,0,317,1,317
136864,21,16-25,4,3,M,1,Married,0,11,11+,D,1,544,1,544
187338,39,26-59,22,3,M,1,Married,0,7,10-Jun,P,0,377,1,377
124872,19,16-25,1,3,M,1,Married,0,11,11+,P,0,207,1,207
100774,60,60+,42,3,F,0,Married,0,1,0-5,P,0,240,1,240
167556,49,26-59,29,3,F,0,Married,0,15,11+,P,0,252,1,252
152602,34,26-59,15,3,F,0,Married,0,9,10-Jun,P,0,357,1,357
182020,61,60+,43,3,F,0,Single,1,8,10-Jun,P,0,264,1,264
151402,60,60+,40,3,F,0,Married,0,5,0-5,P,0,48,1,48
180377,20,16-25,1,3,F,0,Married,0,6,10-Jun,P,0,319,1,319
149862,45,26-59,27,3,F,0,Single,1,8,10-Jun,P,0,396,1,396
169741,69,60+,49,3,M,1,Married,0,6,10-Jun,P,0,333,1,333
154060,21,16-25,3,3,M,1,Single,1,13,11+,D,1,742,1,742
184209,70,60+,49,3,M,1,Married,0,11,11+,P,0,55,1,55
194998,16,16-25,0,3,F,0,Married,0,1,0-5,D,1,691,1,691
145799,62,60+,45,3,M,1,Married,0,1,0-5,P,0,408,1,408
127301,24,16-25,7,3,M,1,Single,1,13,11+,P,0,461,1,461
181822,34,26-59,14,3,M,1,Married,0,7,10-Jun,P,0,326,1,326
141556,32,26-59,15,3,F,0,Married,0,1,0-5,P,0,474,1,474
168542,58,26-59,40,3,M,1,Single,1,2,0-5,D,1,581,1,581
181712,70,60+,51,3,M,1,Single,1,6,10-Jun,P,0,360,1,360
116935,30,26-59,12,3,F,0,Single,1,4,0-5,D,1,535,1,535
105762,39,26-59,19,3,M,1,Single,1,10,10-Jun,P,0,417,1,417
149161,68,60+,51,3,F,0,Single,1,2,0-5,D,1,660,1,660
107220,18,16-25,0,3,F,0,Single,1,8,10-Jun,D,1,551,1,551
152856,28,26-59,8,3,F,0,Married,0,5,0-5,P,0,453,1,453
118796,61,60+,40,3,M,1,Married,0,8,10-Jun,P,0,149,1,149
155359,54,26-59,34,3,F,0,Single,1,15,11+,P,0,284,1,284
117028,23,16-25,4,3,F,0,Single,1,9,10-Jun,P,0,485,1,485
144106,34,26-59,13,3,F,0,Married,0,1,0-5,D,1,525,1,525
147285,31,26-59,12,3,M,1,Married,0,9,10-Jun,P,0,384,1,384
122645,45,26-59,25,3,M,1,Single,1,13,11+,P,0,191,1,191
196513,69,60+,49,3,F,0,Single,1,1,0-5,P,0,392,1,392
184209,65,60+,47,3,M,1,Single,1,6,10-Jun,P,0,424,1,424
124942,19,16-25,2,3,M,1,Single,1,9,10-Jun,D,1,1287,1,1200
165375,24,16-25,6,3,M,1,Single,1,11,11+,P,0,331,1,331
182239,70,60+,50,3,F,0,Single,1,6,10-Jun,P,0,70,1,70
177456,67,60+,50,3,F,0,Married,0,2,0-5,P,0,204,1,204
122045,43,26-59,22,3,M,1,Single,1,10,10-Jun,P,0,471,1,471
137811,22,16-25,4,3,F,0,Single,1,13,11+,P,0,198,1,198
163031,23,16-25,5,3,M,1,Single,1,0,0-5,D,1,1157,1,1157
189163,53,26-59,32,3,M,1,Single,1,14,11+,P,0,340,1,340
150679,57,26-59,38,3,F,0,Married,0,9,10-Jun,P,0,289,1,289
109587,58,26-59,41,3,M,1,Single,1,13,11+,P,0,351,1,351
153295,45,26-59,25,3,M,1,Single,1,6,10-Jun,D,1,519,1,519
188049,28,26-59,9,3,F,0,Married,0,4,0-5,D,1,568,1,568
160811,16,16-25,0,3,M,1,Married,0,11,11+,P,0,290,1,290
165703,26,26-59,7,3,M,1,Married,0,10,10-Jun,P,0,407,1,407
126933,60,60+,42,3,F,0,Married,0,1,0-5,P,0,162,1,162
151801,40,26-59,21,3,M,1,Single,1,6,10-Jun,P,0,470,1,470
125838,23,16-25,5,3,F,0,Married,0,7,10-Jun,P,0,252,1,252
116996,25,16-25,7,3,F,0,Married,0,8,10-Jun,P,0,323,1,323
172427,68,60+,49,3,M,1,Married,0,10,10-Jun,P,0,202,1,202
109721,40,26-59,20,3,F,0,Married,0,9,10-Jun,P,0,349,1,349
135753,24,16-25,7,3,M,1,Married,0,15,11+,P,0,415,1,415
198776,18,16-25,0,3,M,1,Married,0,13,11+,P,0,262,1,262
161581,41,26-59,23,3,M,1,Married,0,11,11+,P,0,162,1,162
119913,21,16-25,2,3,F,0,Married,0,2,0-5,D,1,591,1,591
143798,20,16-25,2,3,F,0,Single,1,12,11+,D,1,615,1,615
186192,65,60+,48,3,F,0,Married,0,7,10-Jun,P,0,214,1,214
153348,32,26-59,12,3,F,0,Single,1,3,0-5,D,1,518,1,518
190876,50,26-59,30,3,M,1,Married,0,4,0-5,P,0,440,1,440
178968,49,26-59,31,3,F,0,Married,0,14,11+,P,0,309,1,309
156161,29,26-59,11,3,M,1,Single,1,6,10-Jun,P,0,445,1,445
107371,50,26-59,31,3,M,1,Married,0,11,11+,P,0,135,1,135
153194,63,60+,44,3,M,1,Single,1,13,11+,P,0,251,1,251
112861,45,26-59,26,3,M,1,Single,1,14,11+,P,0,222,1,222
102823,64,60+,46,3,F,0,Married,0,3,0-5,P,0,257,1,257
120108,20,16-25,1,3,F,0,Single,1,14,11+,P,0,319,1,319
195853,55,26-59,35,3,M,1,Single,1,9,10-Jun,P,0,458,1,458
196908,16,16-25,0,3,F,0,Single,1,12,11+,P,0,429,1,429
110243,20,16-25,3,3,M,1,Single,1,14,11+,P,0,432,1,432
122133,53,26-59,36,3,M,1,Single,1,10,10-Jun,P,0,411,1,411
131803,69,60+,52,3,M,1,Married,0,10,10-Jun,P,0,239,1,239
115871,28,26-59,8,3,F,0,Married,0,13,11+,P,0,175,1,175
151216,66,60+,46,3,F,0,Single,1,2,0-5,P,0,442,1,442
190668,36,26-59,19,3,M,1,Single,1,9,10-Jun,P,0,484,1,484
167489,47,26-59,28,3,M,1,Married,0,0,0-5,D,1,564,1,564
163020,22,16-25,3,3,F,0,Single,1,11,11+,P,0,353,1,353
110851,38,26-59,21,3,M,1,Married,0,13,11+,P,0,255,1,255
171296,25,16-25,6,3,M,1,Married,0,14,11+,P,0,399,1,399
190145,39,26-59,21,3,F,0,Married,0,2,0-5,P,0,364,1,364
148788,34,26-59,16,3,M,1,Married,0,15,11+,P,0,385,1,385
119962,18,16-25,0,3,F,0,Married,0,15,11+,P,0,145,1,145
127206,58,26-59,41,3,F,0,Single,1,6,10-Jun,P,0,468,1,468
138802,65,60+,44,3,M,1,Married,0,8,10-Jun,P,0,35,1,35
104190,25,16-25,7,3,M,1,Single,1,14,11+,P,0,443,1,443
181772,25,16-25,8,3,M,1,Married,0,11,11+,P,0,278,1,278
138028,19,16-25,1,3,F,0,Single,1,14,11+,D,1,690,1,690
114426,59,26-59,40,3,M,1,Married,0,9,10-Jun,P,0,381,1,381
198612,30,26-59,10,3,F,0,Married,0,6,10-Jun,P,0,310,1,310
163043,42,26-59,24,3,M,1,Married,0,8,10-Jun,P,0,320,1,320
152542,47,26-59,28,3,F,0,Single,1,8,10-Jun,P,0,451,1,451
182099,52,26-59,31,3,F,0,Married,0,0,0-5,P,0,460,1,460
155337,16,16-25,0,3,F,0,Married,0,2,0-5,P,0,458,1,458
119535,25,16-25,6,3,M,1,Married,0,12,11+,P,0,382,1,382
177873,67,60+,47,3,F,0,Married,0,9,10-Jun,P,0,117,1,117
166827,27,26-59,6,3,F,0,Married,0,13,11+,P,0,256,1,256
161803,64,60+,45,3,F,0,Single,1,15,11+,P,0,122,1,122
124577,21,16-25,3,3,M,1,Single,1,12,11+,D,1,538,1,538
154580,57,26-59,40,3,M,1,Married,0,8,10-Jun,P,0,395,1,395
174112,52,26-59,33,3,M,1,Single,1,5,0-5,D,1,531,1,531
122422,69,60+,49,3,M,1,Single,1,10,10-Jun,P,0,427,1,427
158183,56,26-59,38,3,M,1,Single,1,15,11+,P,0,289,1,289
194545,22,16-25,3,3,M,1,Single,1,11,11+,D,1,743,1,743
119298,43,26-59,24,3,M,1,Married,0,11,11+,P,0,340,1,340
190541,20,16-25,1,3,F,0,Married,0,14,11+,P,0,278,1,278
179760,39,26-59,18,3,M,1,Single,1,6,10-Jun,D,1,501,1,501
159655,64,60+,45,3,M,1,Single,1,14,11+,P,0,21,1,21
153123,45,26-59,25,3,M,1,Married,0,0,0-5,P,0,361,1,361
125962,30,26-59,10,3,M,1,Married,0,13,11+,P,0,285,1,285
136365,44,26-59,25,3,M,1,Married,0,14,11+,P,0,252,1,252
139938,68,60+,47,3,F,0,Married,0,0,0-5,P,0,293,1,293
192236,18,16-25,0,3,M,1,Married,0,11,11+,P,0,316,1,316
184801,25,16-25,8,3,F,0,Married,0,14,11+,P,0,151,1,151
180380,25,16-25,8,3,F,0,Single,1,1,0-5,D,1,1355,1,1200
114647,61,60+,41,3,F,0,Single,1,0,0-5,P,0,259,1,259
108015,33,26-59,16,3,F,0,Married,0,15,11+,P,0,299,1,299
131572,34,26-59,16,3,M,1,Married,0,11,11+,P,0,286,1,286
154638,57,26-59,38,3,M,1,Married,0,9,10-Jun,P,0,396,1,396
154585,64,60+,47,3,M,1,Married,0,6,10-Jun,P,0,35,1,35
156249,65,60+,46,3,F,0,Single,1,14,11+,P,0,132,1,132
197322,22,16-25,4,3,M,1,Married,0,14,11+,P,0,419,1,419
123935,41,26-59,24,3,F,0,Married,0,11,11+,P,0,336,1,336
158813,43,26-59,25,3,F,0,Single,1,3,0-5,D,1,618,1,618
180189,61,60+,41,3,M,1,Single,1,7,10-Jun,P,0,404,1,404
182189,27,26-59,8,3,M,1,Married,0,9,10-Jun,P,0,347,1,347
189219,47,26-59,28,3,F,0,Single,1,14,11+,P,0,320,1,320
174189,68,60+,50,3,M,1,Married,0,11,11+,P,0,64,1,64
172927,16,16-25,0,3,M,1,Single,1,15,11+,D,1,516,1,516
174930,26,26-59,6,3,M,1,Married,0,11,11+,P,0,201,1,201
166127,37,26-59,17,3,M,1,Married,0,10,10-Jun,P,0,330,1,330
169731,46,26-59,27,3,M,1,Married,0,4,0-5,D,1,593,1,593
109498,18,16-25,0,3,F,0,Married,0,11,11+,P,0,278,1,278
199192,66,60+,49,3,M,1,Married,0,1,0-5,P,0,311,1,311
145687,36,26-59,19,3,F,0,Married,0,10,10-Jun,P,0,369,1,369
128711,25,16-25,6,3,F,0,Married,0,9,10-Jun,D,1,511,1,511
123043,67,60+,50,3,M,1,Single,1,9,10-Jun,P,0,109,1,109
131347,29,26-59,12,3,M,1,Married,0,12,11+,P,0,210,1,210
159897,61,60+,41,3,M,1,Married,0,15,11+,P,0,218,1,218
113090,25,16-25,7,3,M,1,Single,1,15,11+,D,1,948,1,948
177938,62,60+,45,3,F,0,Single,1,5,0-5,P,0,400,1,400
178921,23,16-25,5,3,M,1,Single,1,9,10-Jun,D,1,1049,1,1049
192349,68,60+,50,3,M,1,Single,1,6,10-Jun,P,0,331,1,331
172164,42,26-59,23,3,F,0,Single,1,7,10-Jun,P,0,408,1,408
108632,56,26-59,35,3,M,1,Married,0,7,10-Jun,P,0,344,1,344
124698,34,26-59,13,3,M,1,Married,0,12,11+,P,0,329,1,329
183284,16,16-25,0,3,F,0,Single,1,11,11+,D,1,591,1,591
188998,43,26-59,26,3,M,1,Married,0,1,0-5,D,1,591,1,591
138643,35,26-59,15,3,F,0,Single,1,1,0-5,P,0,454,1,454
165062,21,16-25,2,3,F,0,Married,0,15,11+,P,0,238,1,238
159600,17,16-25,0,3,M,1,Single,1,15,11+,D,1,1351,1,1200
148302,18,16-25,0,3,M,1,Single,1,11,11+,D,1,531,1,531
177910,21,16-25,4,3,F,0,Married,0,10,10-Jun,P,0,334,1,334
102452,64,60+,47,3,M,1,Single,1,4,0-5,P,0,49,1,49
187544,25,16-25,8,3,F,0,Married,0,12,11+,P,0,482,1,482
127948,26,26-59,9,3,M,1,Married,0,9,10-Jun,P,0,340,1,340
145233,38,26-59,19,3,M,1,Married,0,5,0-5,D,1,613,1,613
159534,39,26-59,19,3,F,0,Single,1,0,0-5,D,1,839,1,839
139137,18,16-25,0,3,F,0,Single,1,5,0-5,D,1,677,1,677
104762,67,60+,48,3,M,1,Single,1,7,10-Jun,P,0,494,1,494
111146,60,60+,40,3,M,1,Married,0,7,10-Jun,P,0,325,1,325
170771,25,16-25,6,3,M,1,Married,0,11,11+,D,1,535,1,535
179802,18,16-25,1,3,F,0,Married,0,14,11+,P,0,362,1,362
120964,66,60+,45,3,M,1,Single,1,0,0-5,P,0,236,1,236
178046,55,26-59,35,3,F,0,Single,1,10,10-Jun,P,0,477,1,477
136760,49,26-59,31,3,F,0,Single,1,5,0-5,D,1,745,1,745
182874,16,16-25,0,3,F,0,Married,0,14,11+,P,0,383,1,383
127373,64,60+,46,3,M,1,Married,0,3,0-5,P,0,429,1,429
110050,22,16-25,4,3,F,0,Single,1,8,10-Jun,D,1,636,1,636
102432,21,16-25,4,3,F,0,Single,1,14,11+,P,0,208,1,208
138819,63,60+,46,3,F,0,Single,1,7,10-Jun,P,0,217,1,217
147151,27,26-59,9,3,F,0,Single,1,15,11+,P,0,269,1,269
152613,16,16-25,0,3,M,1,Married,0,11,11+,P,0,161,1,161
199423,70,60+,50,3,F,0,Single,1,12,11+,P,0,268,1,268
180038,32,26-59,13,3,M,1,Married,0,14,11+,P,0,226,1,226
109334,53,26-59,34,3,F,0,Single,1,13,11+,P,0,297,1,297
